,Invoice/Item Number,Date,Store Number,Store Name,Address,City,Zip Code,Store Location,County Number,County,Category,Category Name,Vendor Number,Vendor Name,Item Number,Item Description,Pack,Bottle Volume (ml),State Bottle Cost,State Bottle Retail,Bottles Sold,Sale (Dollars),Volume Sold (Liters),Volume Sold (Gallons)
5812,INV-24295500027,02-01-2020,4634,Kwik Shop #565 / Cedar Rapids,"4201, Center Point Rd NE",Cedar Rapids,52402,POINT (-91.665659 42.021931),57,LINN,1062200,White Rum,35,BACARDI USA INC,43126,Bacardi Superior,12,750,8.26,12.39,2,24.78,1.5,0.39
5813,INV-24292100010,02-01-2020,4726,Walgreens #07454 / Ankeny,901 N Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1012100,Canadian Whiskies,259,Heaven Hill Brands,11786,Black Velvet PET,12,750,5.23,7.85,12,94.2,9,2.37
5814,INV-24307000003,02-01-2020,3726,Wal-Mart 1285 / Ottumwa,1940 Venture Dr,Ottumwa,52501,POINT (-92.456896 41.01455),90,WAPELLO,1081300,American Cordials & Liqueur,619,Campari America,77776,Wild Turkey American Honey,12,750,10.5,15.75,12,189,9,2.37
5815,INV-24302700008,02-01-2020,4629,Kwik Shop #541 / Glenwood,309 N Locust St,Glenwood,51534,POINT (-95.744909 41.050184),65,MILLS,1032100,Imported Vodkas,370,PERNOD RICARD USA,34006,Absolut Swedish Vodka 80prf,12,750,9.99,14.99,12,179.88,9,2.37
5816,INV-24291800039,02-01-2020,3656,Target Store T-1767 / Ankeny,2135 SE Delaware Ave,Ankeny,50021,POINT (-93.581201 41.708563),77,POLK,1031200,American Flavored Vodka,205,E & J Gallo Winery,40594,New Amsterdam Peach,12,750,7.5,11.25,12,135,9,2.37
5817,INV-24296400041,02-01-2020,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 Johnson Ave NW,Cedar Rapids,52405,POINT (-91.73337 41.968343),57,LINN,1062100,Gold Rum,434,LUXCO INC,45245,Paramount Gold Rum PET,12,750,4,6,12,72,9,2.37
5818,INV-24297000055,02-01-2020,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.59,18.89,12,226.68,12,3.17
5819,INV-24304500037,02-01-2020,3443,Super Saver Iv,1141 N Broadway,Council Bluffs,51503,POINT (-95.836515 41.270824),78,POTTAWATTA,1011100,Blended Whiskies,260,DIAGEO AMERICAS,25604,Seagrams 7 Crown,12,375,3.5,5.25,2,10.5,0.75,0.19
5820,INV-24292600024,02-01-2020,4404,KUM & GO #292 / Ankeny,1825 N Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1062400,Spiced Rum,259,Heaven Hill Brands,43028,Admiral Nelson Spiced Rum,6,1750,11.55,17.33,1,17.33,1.75,0.46
5821,INV-24291900049,02-01-2020,4405,KUM & GO #92 / ANKENY,1025 E  1st St,Ankeny,50021,POINT (-93.58166 41.731869),77,POLK,1032100,Imported Vodkas,370,PERNOD RICARD USA,34001,Absolut Swedish Vodka 80prf Mini,10,50,7.92,11.88,1,11.88,0.05,0.01
5822,INV-24306100089,02-01-2020,2555,Hy-Vee Food Store / Keokuk,3111 Main,Keokuk,52632,POINT (-91.403752 40.41538),56,LEE,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67522,Kahlua Coffee Mini,12,50,6.6,9.9,1,9.9,0.05,0.01
5823,INV-24303800150,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1062500,Flavored Rum,35,BACARDI USA INC,43137,Bacardi Limon,12,1000,9.5,14.25,4,57,4,1.05
5824,INV-24305900001,02-01-2020,2191,Keokuk Spirits,1013 Main,Keokuk,52632,POINT (-91.387797 40.400038),56,LEE,1022200,100% Agave Tequila,260,DIAGEO AMERICAS,89154,Don Julio Reposado,6,750,31.99,47.99,2,95.98,1.5,0.39
5825,INV-24307900111,02-01-2020,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86668,Jack Daniels Tennessee Honey Mini,12,50,9.06,13.59,1,13.59,0.05,0.01
5826,INV-24296900067,02-01-2020,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804,POINT (-93.619787 41.60566),82,SCOTT,1011100,Blended Whiskies,65,Jim Beam Brands,24458,Kessler Blend Whiskey,6,1750,11,16.5,12,198,21,5.54
5827,INV-24301300016,02-01-2020,4236,Fareway Stores #551 / Eagle Grove,205 NW  1st St,Eagle Grove,50533,POINT (-93.903801 42.665165),99,WRIGHT,1031100,American Vodkas,434,LUXCO INC,36308,Hawkeye Vodka,6,1750,7.17,10.76,12,129.12,21,5.54
5828,INV-24311400012,02-01-2020,2522,Hy-Vee Wine and Spirits / Spirit Lake,Hwy 9 & 71,Spirit Lake,51360,POINT (-93.619787 41.60566),30,DICKINSON,1012400,Irish Whiskies,370,PERNOD RICARD USA,15622,Jameson,24,200,3.49,5.24,6,31.44,1.2,0.31
5829,INV-24295900001,02-01-2020,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1031100,American Vodkas,297,Laird & Company,35926,Five O'Clock Vodka PET,12,750,3.37,5.06,12,60.72,9,2.37
5830,INV-24306300047,02-01-2020,5257,MAD Ave Quik Shop,"405, Madison Ave",Ottumwa,52501,POINT (-93.619787 41.60566),90,WAPELLO,1012100,Canadian Whiskies,259,Heaven Hill Brands,11777,Black Velvet,12,1000,6.63,9.95,24,238.8,24,6.34
5831,INV-24313600024,02-01-2020,4004,Wal-Mart 4256 / Ames,534 S Duff Ave,Ames,50010,POINT (-93.610343 42.017115),85,STORY,1062400,Spiced Rum,395,PROXIMO,46506,Kraken Black Spiced Rum,6,1750,16.31,24.47,6,146.82,10.5,2.77
5832,INV-24309300051,02-01-2020,3525,Wines and Spirits,106 W 2nd St,Washington,52353,POINT (-91.692214 41.300399),92,WASHINGTON,1051100,American Brandies,259,Heaven Hill Brands,56006,Christian Bros Peach,12,750,6,9,1,9,0.75,0.19
5833,INV-24300300036,02-01-2020,3704,Celtics Beverage Company,1122 Broadway,Emmetsburg,50536,POINT (-94.678807 43.10937),74,PALO ALTO,1081500,Triple Sec,434,LUXCO INC,86507,Paramount Triple Sec,12,1000,3.84,5.76,2,11.52,2,0.52
5834,INV-24291000044,02-01-2020,2650,Hy-Vee Wine and Spirits / Harlan,1808 23rd St,Harlan,51537,POINT (-95.339881 41.650658),83,SHELBY,1041300,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,4,32.52,4,1.05
5835,INV-24291800059,02-01-2020,3656,Target Store T-1767 / Ankeny,2135 SE Delaware Ave,Ankeny,50021,POINT (-93.581201 41.708563),77,POLK,1012300,Single Malt Scotch,420,MOET HENNESSY USA,5133,Glenmorangie 10YR,6,750,19.99,29.99,6,179.94,4.5,1.18
5836,INV-24290500026,02-01-2020,4084,Fareway Stores #061 / Ankeny,3205 North Ankeny Blvd,Ankeny,50023,POINT (-93.619787 41.60566),77,POLK,1022200,100% Agave Tequila,619,Campari America,89139,Cabo Wabo Reposado,6,750,21.5,32.25,2,64.5,1.5,0.39
5837,INV-24304100095,02-01-2020,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1011400,Tennessee Whiskies,85,Brown Forman Corp.,26821,Jack Daniels Old #7 Black Label Mini,12,50,9.06,13.59,4,54.36,0.2,0.05
5838,INV-24307200047,02-01-2020,2596,Hy-Vee Ottumwa#2,2453 North Court,Ottumwa,52501,POINT (-92.408085 41.049854),90,WAPELLO,1022200,100% Agave Tequila,65,Jim Beam Brands,89836,Hornitos Gold,12,750,13.5,20.25,1,20.25,0.75,0.19
5839,INV-24312900003,02-01-2020,4103,Fareway Stores #093 / Ames,3619 Stange Rd,Ames,50010,POINT (-93.645008 42.057108),85,STORY,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,16676,Basil Hayden 8YR,6,750,21,31.5,6,189,4.5,1.18
5840,INV-24310600144,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group,75198,Kinky Blue,6,750,10,15,6,90,4.5,1.18
5841,INV-24310500025,02-01-2020,4234,Fareway Stores #788 / Spencer,104 E Eighth St,Spencer,51301,POINT (-95.143388 43.145797),21,CLAY,1011200,Straight Bourbon Whiskies,619,Campari America,22156,Wild Turkey 101,12,750,14,21,2,42,1.5,0.39
5842,INV-24309700044,02-01-2020,2653,Hy-Vee Wine and Spirits / Washington,1004 W Madison St,Washington,52353,POINT (-91.704567 41.296576),92,WASHINGTON,1031100,American Vodkas,619,Campari America,37986,Skyy Vodka,12,750,7.5,11.25,2,22.5,1.5,0.39
5843,INV-24305200009,02-01-2020,5706,Fort Madison Liquor & Tobacco Outlet Plus,1735 Ave H,Fort Madison,52627,POINT (-91.329797 40.63021),56,LEE,1012100,Canadian Whiskies,259,Heaven Hill Brands,11776,Black Velvet,12,750,5.23,7.85,12,94.2,9,2.37
5844,INV-24297000087,02-01-2020,3952,Lot-A-Spirits,3780 State St,Bettendorf,52722,POINT (-90.48065 41.529655),82,SCOTT,1022200,100% Agave Tequila,85,Brown Forman Corp.,89329,Herradura Anjeo,6,750,29.55,44.33,1,44.33,0.75,0.19
5845,INV-24299400025,02-01-2020,2684,Hy-Vee - Forest City,315 HWY 69 North,Forest City,50436,POINT (-93.63235 43.266826),95,WINNEBAGO,1012100,Canadian Whiskies,55,SAZERAC NORTH AMERICA,12407,Canadian Ltd Whisky,12,1000,5.5,8.25,4,33,4,1.05
5846,INV-24297300009,02-01-2020,5070,Jeff's Market / Wilton,101 E 4th St,Wilton,52778,POINT (-91.016579 41.58873),70,MUSCATINE,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86884,Southern Comfort,24,375,4.78,7.17,3,21.51,1.12,0.29
5847,INV-24308100031,02-01-2020,2600,Hy-Vee Food Store / Oskaloosa,110  S  D  St,Oskaloosa,52577,POINT (-92.649764 41.295218),62,MAHASKA,1031100,American Vodkas,300,McCormick Distilling Co.,36904,McCormick 80prf Vodka PET,24,375,1.8,2.7,6,16.2,2.25,0.59
5848,INV-24293600004,02-01-2020,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,POINT (-93.619787 41.60566),77,Polk,1012100,Canadian Whiskies,259,Heaven Hill Brands,10550,Black Velvet Toasted Caramel,12,750,6.75,10.13,12,121.56,9,2.37
5849,INV-24293900025,02-01-2020,2648,Hy-Vee #4 / WDM,555 S 51st St,West Des Moines,50265,POINT (-93.773557 41.561197),77,POLK,1031200,American Flavored Vodka,205,E & J Gallo Winery,40598,New Amsterdam Red Berry,24,375,3.5,5.25,3,15.75,1.12,0.29
5850,INV-24291200027,02-01-2020,4406,Kum & Go #4020 / Ankeny,1910 SW White Birch Circle,Ankeny,50023,POINT (-93.62657100000001 41.701905),77,POLK,1062200,White Rum,434,LUXCO INC,45275,Paramount White Rum PET,12,750,4,6,12,72,9,2.37
5851,INV-24295300002,02-01-2020,5230,Point Liquor & Tobacco,"3221, Center Point Rd NE",Cedar Rapids,52402,POINT (-91.663629 42.01133),57,LINN,1031100,American Vodkas,297,Laird & Company,35918,Five O'Clock Vodka,6,1750,7.2,10.8,6,64.8,10.5,2.77
5852,INV-24293700020,02-01-2020,2619,Hy-Vee Wine and Spirits / WDM,1725  74th St,West Des Moines,50266,POINT (-93.808855 41.598515),77,POLK,1011200,Straight Bourbon Whiskies,619,Campari America,22102,Wild Turkey Longbranch,6,750,20,30,6,180,4.5,1.18
5853,INV-24311600005,02-01-2020,4387,KUM & GO #117 / Spirit Lake,300 18th St,Spirit Lake,51360,POINT (-95.094324 43.422645),30,DICKINSON,1031100,American Vodkas,434,LUXCO INC,36301,Hawkeye Vodka Mini,12,50,4.13,6.2,12,74.4,0.6,0.15
5854,INV-24295100006,02-01-2020,4636,Kwik Shop #561 / Cedar Rapids,2904 Center Point Rd NE,Cedar Rapids,52402,POINT (-91.662822 42.007194),57,LINN,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10804,Crown Royal Regal Apple,44,200,4.72,7.08,10,70.8,2,0.52
5855,INV-24303800012,02-01-2020,2629,Hy-Vee Food Store #2 / Council Bluffs,1745 Madison Ave,Council Bluffs,51503,POINT (-95.825137 41.242732),78,POTTAWATTA,1041100,American Dry Gins,205,E & J Gallo Winery,31470,New Amsterdam Gin,12,1000,7.33,11,12,132,12,3.17
5856,INV-24305600004,02-01-2020,3811,Wal-Mart 1431 / Keokuk,300 North Park Dr,Keokuk,52632,POINT (-91.407263 40.418589),56,LEE,1011200,Straight Bourbon Whiskies,259,Heaven Hill Brands,17956,Evan Williams Black,12,750,8,12,12,144,9,2.37
5857,INV-24295600035,02-01-2020,3707,Target Store T-1768 / Cedar Rapids,1030 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.649625 42.035157),57,LINN,1031100,American Vodkas,434,LUXCO INC,36306,Hawkeye Vodka,12,750,3.34,5.01,24,120.24,18,4.75
5858,INV-24307400016,02-01-2020,4522,Casey's General Store #2523 / Monroe,201 Ralph St,Monroe,50170,POINT (-93.099657 41.509806),50,JASPER,1051100,American Brandies,259,Heaven Hill Brands,52314,Christian Bros Brandy,24,375,3.25,4.88,4,19.52,1.5,0.39
5859,INV-24291900028,02-01-2020,4405,KUM & GO #92 / ANKENY,1025 E  1st St,Ankeny,50021,POINT (-93.58166 41.731869),77,POLK,1012100,Canadian Whiskies,259,Heaven Hill Brands,11776,Black Velvet,12,750,5.23,7.85,8,62.8,6,1.58
5860,INV-24292100003,02-01-2020,4726,Walgreens #07454 / Ankeny,901 N Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1062100,Gold Rum,434,LUXCO INC,45248,Paramount Gold Rum,6,1750,7.5,11.25,6,70.56,10.5,2.77
5861,INV-24307200032,02-01-2020,2596,Hy-Vee Ottumwa#2,2453 North Court,Ottumwa,52501,POINT (-92.408085 41.049854),90,WAPELLO,1071100,Cocktails /RTD,395,PROXIMO,58875,Jose Cuervo Golden Margarita,6,1750,11.04,16.56,6,99.36,10.5,2.77
5862,INV-24302000013,02-01-2020,5245,Best Trip,"1516, SE  1st St",Des Moines,50315,POINT (-93.613469 41.57592900000001),77,POLK,1012100,Canadian Whiskies,259,Heaven Hill Brands,11771,Black Velvet Mini,10,50,6.8,10.2,2,20.4,0.1,0.02
5863,INV-24295000051,02-01-2020,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86672,Jack Daniels Tennessee Honey,12,1000,18.89,28.34,12,340.08,12,3.17
5864,INV-24295600052,02-01-2020,3707,Target Store T-1768 / Cedar Rapids,1030 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.649625 42.035157),57,LINN,1041100,American Dry Gins,370,PERNOD RICARD USA,32238,Seagrams Extra Dry Gin,6,1750,12.49,18.74,6,112.44,10.5,2.77
5865,INV-24299100024,02-01-2020,4463,Casey's General Store #3031 / Garner,145 Us Hwy 18 W,Garner,50438,POINT (-93.603007 43.105833),41,HANCOCK,1062500,Flavored Rum,35,BACARDI USA INC,43051,Bacardi Dragon Berry,12,750,8.26,12.39,3,37.17,2.25,0.59
5866,INV-24308400043,02-01-2020,5633,Home Town Wine & Spirits,1202 A Ave E,Oskaloosa,52577,POINT (-92.631487 41.296286),62,MAHASKA,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64864,Fireball Cinnamon Whisky,24,375,5.33,8,24,192,9,2.37
5867,INV-24308900024,02-01-2020,4698,Quality Quick Stop,201 W Burlington Ave,Fairfield,52556,POINT (-91.965379 41.006639),51,JEFFERSON,1031200,American Flavored Vodka,259,Heaven Hill Brands,41299,Burnetts Cherry,12,750,4.5,6.75,12,81,9,2.37
5868,INV-24314000004,02-01-2020,4368,Kum & Go #570 / Johnston,5800 Northglen Dr,Johnston,50131,POINT (-93.698308 41.682764),77,POLK,1031100,American Vodkas,205,E & J Gallo Winery,36969,New Amsterdam 80prf,12,750,7.5,11.25,5,56.25,3.75,0.99
5869,INV-24293200038,02-01-2020,3420,Sam's Club 6344 / Windsor Heights,1101  73rd St,Windsor Heights,50311,POINT (-93.718027 41.599172),77,Polk,1012200,Scotch Whiskies,260,DIAGEO AMERICAS,5327,Johnnie Walker Black,12,1000,27.74,41.61,12,499.32,12,3.17
5870,INV-24303100041,02-01-2020,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501,POINT (-95.8792 41.238092),78,POTTAWATTA,1012100,Canadian Whiskies,65,Jim Beam Brands,10627,Canadian Club Whisky,12,1000,9.71,14.57,48,699.36,48,12.68
5871,INV-24295000077,02-01-2020,3773,Benz Distributing,501 7th Ave SE,Cedar Rapids,52401,POINT (-91.659875 41.97574),57,LINN,1032200,Imported Flavored Vodka,260,DIAGEO AMERICAS,64716,Ciroc Peach,12,750,16.49,24.74,3,74.22,2.25,0.59
5872,INV-24306300064,02-01-2020,5257,MAD Ave Quik Shop,"405, Madison Ave",Ottumwa,52501,POINT (-93.619787 41.60566),90,WAPELLO,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11297,Crown Royal,12,1000,18.89,28.34,24,680.16,24,6.34
5873,INV-24295300013,02-01-2020,5230,Point Liquor & Tobacco,"3221, Center Point Rd NE",Cedar Rapids,52402,POINT (-91.663629 42.01133),57,LINN,1052100,Imported Brandies,389,REMY COINTREAU USA INC,66293,Remy Martin V,12,375,8.11,12.17,12,146.04,4.5,1.18
5874,INV-24303100055,02-01-2020,4312,I-80 Liquor / Council Bluffs,2411 S 24TH ST #1,Council Bluffs,51501,POINT (-95.8792 41.238092),78,POTTAWATTA,1081400,American Schnapps,65,Jim Beam Brands,82637,Dekuyper Grape Pucker,12,1000,7.87,11.81,12,141.72,12,3.17
5875,INV-24291100004,02-01-2020,2673,Hy-Vee # 6/ Des Moines,420 Court Ave,Des Moines,50309,POINT (-93.62245400000002 41.584842),77,POLK,1081400,American Schnapps,55,SAZERAC NORTH AMERICA,81124,99 Peppermint Mini,10,50,6,9,1,9,0.05,0.01
5876,INV-24307800022,02-01-2020,3789,Wal-Mart 1393 / Oskaloosa,2203 A Avenue West,Oskaloosa,52577,POINT (-92.669924 41.298516),62,MAHASKA,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10791,Crown Royal Vanilla,12,750,15.59,23.39,12,280.68,9,2.37
5877,INV-24314400054,02-01-2020,5128,Price Chopper  /  Beaver #1310,1819 Beaver Ave,Des Moines,50310,POINT (-93.672695 41.610525),77,POLK,1031100,American Vodkas,229,DEHNER DISTILLERY,36875,Blue Ox Vodka,6,1750,6.5,9.75,30,292.5,52.5,13.86
5878,INV-24290400060,02-01-2020,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1062300,Aged Dark Rum,460,Shaw-Ross International,44266,British Navy Pussers Rum,6,750,12.02,18.03,3,54.09,2.25,0.59
5879,INV-24296100039,02-01-2020,3628,Wal-Mart 1528 / Cedar Rapids,2645 Blairs Ferry Rd NE,Cedar Rapids,52402,POINT (-91.680734 42.034748),57,LINN,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,33467,Absolut Lime,12,750,9.99,14.99,12,179.88,9,2.37
5880,INV-24312300009,02-01-2020,3695,Mrs. B's Liquor,623 S Marion St,Remsen,51050,POINT (-95.977022 42.808951),75,PLYMOUTH,1032100,Imported Vodkas,370,PERNOD RICARD USA,34008,Absolut Swedish Vodka 80prf,6,1750,19.99,29.99,6,179.94,10.5,2.77
5881,INV-24306600025,02-01-2020,4069,Fareway Stores #648 / Ottumwa,1325 Albia Rd,Ottumwa,52501,POINT (-92.440213 41.00934),90,WAPELLO,1091100,American Distilled Spirit Specialty,154,DUNKEL CORPORATION / Iowa Distilling,77805,Saints N Sinners Apple Pie,12,750,8,12,2,24,1.5,0.39
5882,INV-24306700006,02-01-2020,2543,Hy-Vee Food Store #1 / Ottumwa,1025 North Quincy Ave,Ottumwa,52501,POINT (-92.438463 41.01558),90,Wapello,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19067,Jim Beam,12,1000,12.59,18.89,12,226.68,12,3.17
5883,INV-24314100003,02-01-2020,5501,Quik Trip #530 / Euclid,1424 E Euclid Ave,Des Moines,50313,POINT (-93.619787 41.60566),77,POLK,1031100,American Vodkas,55,SAZERAC NORTH AMERICA,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77
5884,INV-24307900036,02-01-2020,3990,Cork and Bottle / Oskaloosa,309 A Ave West,Oskaloosa,52577,POINT (-92.648153 41.296228),62,MAHASKA,1081300,American Cordials & Liqueur,259,Heaven Hill Brands,73715,Evan Williams Cherry Reserve,12,750,8,12,2,24,1.5,0.39
5885,INV-24290500001,02-01-2020,4084,Fareway Stores #061 / Ankeny,3205 North Ankeny Blvd,Ankeny,50023,POINT (-93.619787 41.60566),77,POLK,1011100,Blended Whiskies,255,Infinium Spirits,87026,Skrewball Peanut Butter Whiskey,6,750,18.5,27.75,6,166.5,4.5,1.18
5886,INV-24292600052,02-01-2020,4404,KUM & GO #292 / Ankeny,1825 N Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38174,Titos Handmade Vodka,12,375,5.42,8.13,8,65.04,3,0.79
5887,INV-24293600041,02-01-2020,2620,Hy-Vee / Windsor Heights,7101 University Ave,Windsor Heights,50311,POINT (-93.619787 41.60566),77,Polk,1031100,American Vodkas,260,DIAGEO AMERICAS,36188,Gordons 80prf Vodka PET,6,1750,9.74,14.61,6,87.66,10.5,2.77
5888,INV-24307000017,02-01-2020,3726,Wal-Mart 1285 / Ottumwa,1940 Venture Dr,Ottumwa,52501,POINT (-92.456896 41.01455),90,WAPELLO,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64868,Fireball Cinnamon Whiskey,6,1750,15.33,23,6,138,10.5,2.77
5889,INV-24295200140,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1031200,American Flavored Vodka,380,Phillips Beverage,41989,UV Cake,12,750,6.5,9.75,12,117,9,2.37
5890,INV-24296400009,02-01-2020,2529,Hy-Vee Drugstore #4 / Cedar Rapids,4825 Johnson Ave NW,Cedar Rapids,52405,POINT (-91.73337 41.968343),57,LINN,1012100,Canadian Whiskies,380,Phillips Beverage,14519,Revel Stoke Peanut Butter Whisky,12,750,8.34,12.51,2,24,1.5,0.39
5891,INV-24310600191,02-01-2020,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301,POINT (-95.14506 43.145897),21,CLAY,1022200,100% Agave Tequila,619,Campari America,89286,Espolon Reposado,6,750,14,21,2,42,1.5,0.39
5892,INV-24290400013,02-01-2020,2502,Hy-Vee Wine and Spirits / Ankeny,410 North Ankeny Blvd,Ankeny,50021,POINT (-93.619787 41.60566),77,POLK,1071100,Cocktails /RTD,421,SAZERAC COMPANY  INC,59231,Ice Box Mudslide,6,1750,5,7.5,6,48.9,10.5,2.77
5893,INV-24308600022,02-01-2020,4501,Kum & Go #134 / Fairfield,1601 W Burlington Ave,Fairfield,52556,POINT (-91.981752 41.006447),51,JEFFERSON,1031100,American Vodkas,434,LUXCO INC,36304,Hawkeye Vodka,24,375,1.86,2.79,10,27.9,3.75,0.99
5894,INV-24290800052,02-01-2020,2500,Hy-Vee Food Store #1 / Ames,3800 W Lincoln Way,Ames,50010,POINT (-93.619787 41.60566),85,STORY,1041100,American Dry Gins,229,DEHNER DISTILLERY,29420,Blue Ox Gin Mini,1,50,30,45,1,45,0.05,0.01
5895,INV-24304100039,02-01-2020,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1011200,Straight Bourbon Whiskies,65,Jim Beam Brands,19064,Jim Beam,24,375,5.5,8.25,5,41.25,1.87,0.49
5896,INV-24313800006,02-01-2020,4105,Fareway Stores #426 / Nevada,1505 South B Ave,Nevada,50201,POINT (-93.439899 42.009797),85,STORY,1012400,Irish Whiskies,370,PERNOD RICARD USA,15626,Jameson,12,750,16.49,24.74,12,296.88,9,2.37
5897,INV-24304100088,02-01-2020,5314,Tobacco Hut & Liquor,3134 Manawa Center Dr. # 9,Council Bluffs,51501,POINT (-95.847514 41.228712),78,POTTAWATTA,1031200,American Flavored Vodka,380,Phillips Beverage,41691,UV Blue Raspberry Mini,12,50,4.4,6.6,4,26.4,0.2,0.05
5898,INV-24311000072,02-01-2020,5068,Tobacco Shop / Arnolds Park,612 S Highway 71,Arnolds Park,51331,POINT (-95.14027400000002 43.361577),30,DICKINSON,1031200,American Flavored Vodka,260,DIAGEO AMERICAS,77848,Smirnoff Vanilla,12,1000,9.25,13.88,1,13.88,1,0.26
5899,INV-24296600054,02-01-2020,2670,Hy-Vee Food Store / Coralville,2004 8th  St,Coralville,52241,POINT (-91.591868 41.682337000000004),52,JOHNSON,1041100,American Dry Gins,380,Phillips Beverage,31719,Phillips Gin,12,1000,4.38,6.57,12,78.84,12,3.17
5900,INV-24306300058,02-01-2020,5257,MAD Ave Quik Shop,"405, Madison Ave",Ottumwa,52501,POINT (-93.619787 41.60566),90,WAPELLO,1022100,Mixto Tequila,55,SAZERAC NORTH AMERICA,89577,Montezuma Gold,12,1000,7.02,10.53,12,126.36,12,3.17
5901,INV-24295200008,02-01-2020,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,1031100,American Vodkas,260,DIAGEO AMERICAS,37993,Smirnoff 80prf,48,200,2.54,3.81,5,19.05,1,0.26
5902,INV-24311200020,02-01-2020,5293,The Boonedocks,"228, N Hwy 71",Arnolds Park,51331,POINT (-95.125928 43.370941),30,DICKINSON,1042100,Imported Dry Gins,260,DIAGEO AMERICAS,28704,Nolets Silver Gin,4,750,19.99,29.99,4,119.96,3,0.79
5903,INV-24301400002,02-01-2020,4459,Kum & Go #544 / Eagle Grove,1120 S Commercial,Eagle Grove,50533,POINT (-93.9044 42.653973),99,WRIGHT,1012100,Canadian Whiskies,259,Heaven Hill Brands,11774,Black Velvet,24,375,3.07,4.61,8,36.88,3,0.79
5904,INV-24295800106,02-01-2020,2605,Hy-Vee Drugstore #5 / Cedar Rapids,2001 Blairs Ferry Road NE,Cedar Rapids,52402,POINT (-91.668909 42.034799),57,LINN,1052100,Imported Brandies,420,MOET HENNESSY USA,48105,Hennessy VS,12,375,10.99,16.49,6,96.66,2.25,0.59
5905,INV-24290900009,02-01-2020,2501,Hy-Vee  #2 / Ames,640 Lincolnway,Ames,50010,POINT (-93.619455 42.022848),85,STORY,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,10790,Crown Royal Vanilla,24,375,8,12,4,48,1.5,0.39
